last_updated,latitude,longitude,last_updated_epoch,temperature_celsius,temperature_fahrenheit,wind_mph,wind_kph,wind_degree,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_illumination,temp_c_from_f
2025-03,0.5728861329987145,0.5566909898120047,0.4721751645238069,0.6315860606530481,0.6313180840440767,0.003285488260886119,0.0032665632437030565,0.44741066039445404,0.03269314211074574,0.032757737437492385,0.0031033204917909436,0.0029935999585164034,0.634125989412484,0.3933057440821056,0.6517213903702026,0.6513832678550764,0.3001148402582354,0.299035537859713,0.20865903036814892,0.004875543742836392,0.004855750992995439,0.2161698901561334,0.13656455521483857,0.04519967580275335,0.9516949718199847,0.01981730948729014,0.24296364848453722,0.2029465320311207,0.2689032352995273,0.5026138056613143,0.6313180840440767
2025-04,0.5728522400943453,0.5566530973681812,0.5194997616306024,0.6552539218868333,0.6549831103417602,0.0032981878854635785,0.003278948529658085,0.455173201914149,0.03242682739525867,0.03249420571571534,0.00306611790986791,0.00295335186901452,0.6227280655852083,0.3846564102564103,0.6771272716665209,0.6767949258214746,0.30476068376068377,0.30428250112460636,0.2273189659692727,0.004818509941374059,0.004799104390583424,0.21505500495541124,0.13768987178598166,0.03961289824923213,0.9515048058069674,0.01755884227829762,0.2426099788284473,0.17432478632478635,0.2235327635327635,0.5246239316239316,0.6549831103417602
2025-05,0.572909468793936,0.5575134878955953,0.5668352713251958,0.6722506106487053,0.6719848585724297,0.0033054986474224694,0.003285940842009489,0.47566267488040126,0.03227736800070719,0.0323401351267321,0.0034857739289359496,0.0033483860779104473,0.6294582541827083,0.3800464576074332,0.6964765872496783,0.696134357045214,0.30505744980919197,0.30439338765031043,0.2340856737727262,0.004856619131276582,0.004837591093550775,0.21457342364402104,0.13477213989098155,0.03641116262765649,0.9514849159633328,0.017428997745453183,0.24303996972754033,0.1661854985896798,0.21517983887321868,0.5132453957192633,0.6719848585724297
2025-06,0.5727620862124706,0.5566182273619867,0.6142209046028967,0.6931406089633938,0.6928752177910967,0.0034549076096146943,0.0034353665974685586,0.4960494855420986,0.032408888191774066,0.03247387883596536,0.0029091051638519996,0.002808016190660693,0.6222622131302058,0.36349127608621273,0.7169777026345913,0.7166465622273844,0.30422136931235033,0.30364441723535657,0.252224267445204,0.005025525881217964,0.005006465438410184,0.21434188668233642,0.13760437883486287,0.03464259977726177,0.9515043599864651,0.01684202695467126,0.24192716995261293,0.16424905918576807,0.20505948986961647,0.5183595620937393,0.6928752177910967
2025-07,0.5727236829156548,0.5566259577050522,0.661571782133153,0.6974434234619269,0.6971712545700957,0.0033473947727516947,0.003327755403574716,0.5061980251517004,0.03197996089860855,0.03204728006840893,0.00404338976909111,0.003933310202079421,0.6429736740773767,0.3887686196623635,0.7223152381565673,0.7219866538947134,0.3025571002979146,0.30152093242042544,0.23286178752820236,0.00493004083969846,0.004910600181900486,0.2143867102603598,0.12687107314191412,0.03876821024552859,0.9514920123636482,0.01593578883323313,0.24095444396999052,0.15276398543528635,0.19031593659200413,0.5019447202912942,0.6971712545700957
2025-08,0.5737817799861236,0.5560031316813657,0.7096867054139118,0.6899500707888984,0.6896872536234516,0.0030774231672106196,0.0030580077762847203,0.4904143062297101,0.03234640963836832,0.03241021741456149,0.003325674849086497,0.0032074027413426043,0.655053417793325,0.3729880873593647,0.7151373432146061,0.7148118810141558,0.3034450488087359,0.3022484238392142,0.21297702330151486,0.0045083006689753844,0.004489146019835483,0.21480900777901535,0.11849963178284702,0.041891052010917675,0.951454126011854,0.016456974000315153,0.24108589713919068,0.15747849106551953,0.19330465475402603,0.4933322303110523,0.6896872536234514
2025-09,0.57546790510637,0.5548393754256095,0.7570315681560934,0.6730622433228768,0.6727926398838454,0.0029668826230747386,0.0029481678739746216,0.46967065938154606,0.03279989082125194,0.03286232745231997,0.0032862536991256847,0.0031743186187541345,0.6849422170099441,0.38384641696596544,0.6990888047174898,0.6987503937857421,0.30351943304258594,0.302314277227188,0.18133361872954615,0.004357643737751874,0.004338388328930351,0.21530695663043808,0.10867368218964356,0.04573765179323949,0.9514750028526416,0.01545399068702144,0.23998743861766994,0.1504703266632461,0.18514717899017538,0.4818505216350265,0.6727926398838454
2025-10,0.5754829040960567,0.5547237258300034,0.8043835093272699,0.6414211394918279,0.6411535751418803,0.002834866228408743,0.002816312621708498,0.47157013839089024,0.03274762796638797,0.03281012420999498,0.0031067938651906223,0.0029811502794766095,0.7045020192060939,0.40993712772998014,0.6656067488399443,0.6652683314354657,0.29964944573130375,0.2978247239541607,0.14117331795869148,0.004354048073821538,0.004334935563541177,0.21105699175695067,0.09896429718573056,0.031119069230753756,0.9511785033086199,0.009968428954350541,0.23781254209435299,0.08431502316346791,0.10077946907860871,0.47707809397749834,0.6411535751418803
2025-11,0.5755173215295372,0.5546357193229906,0.8517433835374782,0.6097183430723733,0.6094506787280284,0.002681034339347373,0.002662806082545118,0.4557304919902747,0.03297170323848453,0.03303778188889687,0.00323840654019256,0.0031381722411780093,0.7199187998562953,0.40995556315159803,0.6328739347960123,0.6325411218024689,0.2849037557682447,0.28149933884446204,0.1125160294554022,0.004432633803646721,0.0044131699645506665,0.2115506047608166,0.0922538724913253,0.03166955467686021,0.951236726288246,0.010965143979233231,0.23789061874156184,0.09793197743975389,0.11901099527146355,0.4695436677491027,0.6094506787280283
2025-12,0.5754196063112871,0.555042748998597,0.8990923408545746,0.5829395567002754,0.5826738979454374,0.0028300254885530894,0.0028117384695649414,0.4384000221182358,0.033118054609853,0.03318620187980597,0.002635144873048099,0.0025142754641394364,0.748999848078189,0.4471166253101737,0.6050220615011983,0.6046949814863032,0.2751721464019851,0.27093291541508857,0.09865375735156064,0.004744400721198013,0.004724816226510242,0.21155760085923664,0.08853266268192084,0.03159494346527766,0.951377796752527,0.01277762181913478,0.238823458669252,0.11996691480562449,0.15029868578255676,0.48456906534325894,0.5826738979454374
2026-01,0.5748251330083655,0.555995223300891,0.9470717676398137,0.5634639189561244,0.5631911760703106,0.0030282863880261362,0.0030094488636964664,0.445797421144251,0.03253890351100822,0.032605157766397296,0.0028268399658513545,0.0027123393385152187,0.7310711576975369,0.4305480390477821,0.58346869671802,0.5831413038747911,0.276392040589142,0.27192832226138214,0.10605228015134115,0.005041091548263728,0.005021466886971541,0.2114831732086558,0.09529296863379258,0.03111670844377917,0.9513278783095951,0.012949247552472044,0.23940051065423676,0.12015756122623737,0.15230918536279042,0.5182976537078267,0.5631911760703106
2026-02,0.5749149471543262,0.5557586343385945,0.9860441278588635,0.5780116703186263,0.5777426825020806,0.0029592278324072434,0.0029404897648217716,0.4455929356382727,0.03178119627090487,0.03184642575922677,0.0024933075352498793,0.002375150073694725,0.7278158360292537,0.4312179314069673,0.5983141916418044,0.5980076290348517,0.28295638671347556,0.27944625268274653,0.10855234273653099,0.005035493765784579,0.005015847173023006,0.2107870610078838,0.09634152103212072,0.02814796387184503,0.9511370497057835,0.011923532711718542,0.239274111117818,0.10872265730488793,0.1358358088036727,0.48227923305428033,0.5777426825020805
